Drug_Pair_CUIs,Interaction_Class
C0039771_C0042682,0
C0304441_C0039771,0
C0304441_C0042682,0
C0042682_C0039771,0
C0042682_C0304441,0
C0020823_C0025042,0
C0020823_C1289957,0
C0025042_C0020823,3
C0025042_C1289957,0
C1289957_C0020823,3
C1289957_C0025042,0
C2987648_C0008024,0
C2987648_C0085994,0
C0008024_C2987648,0
C0008024_C0085994,0
C0085994_C2987648,0
C0085994_C0008024,0
C0027679_C3853921,0
C3853921_C0027679,0
C0813171_C3475323,0
C0813171_C4306004,0
C0813171_C2352806,0
C3475323_C0813171,0
C3475323_C4306004,0
C3475323_C2352806,0
C4306004_C0813171,0
C4306004_C3475323,0
C4306004_C2352806,0
C2352806_C0813171,0
C2352806_C3475323,0
C2352806_C4306004,0
C1831919_C0041964,0
C0041964_C1831919,0
C0246415_C0771375,0
C0246415_C0082966,0
C0771375_C0246415,0
C0771375_C0082966,0
C0082966_C0246415,0
C0082966_C0771375,0
C3658706_C0053230,0
C0053230_C3658706,0
C0120107_C2987648,0
C2987648_C0120107,0
C0015020_C3537278,0
C0015020_C0281603,0
C3537278_C0015020,0
C3537278_C0281603,0
C0281603_C0015020,0
C0281603_C3537278,0
C0015020_C3537278,0
C0015020_C0666743,0
C3537278_C0015020,0
C3537278_C0666743,0
C0666743_C0015020,0
C0666743_C3537278,0
C0020823_C0039542,0
C0020823_C0039543,0
C0039542_C0020823,3
C0039542_C0039543,0
C0039543_C0020823,3
C0039543_C0039542,0
C0093999_C0025042,0
C0093999_C1289957,0
C0025042_C0093999,3
C0025042_C1289957,0
C1289957_C0093999,3
C1289957_C0025042,0
C0073992_C1831919,0
C1831919_C0073992,0
C0027358_C0093999,3
C0093999_C0027358,0
C3658706_C0070122,0
C0070122_C3658706,0
C0123091_C0281603,0
C0281603_C0123091,0
C0000379_C1135174,0
C1135174_C0000379,0
C3658706_C1879711,1
C3658706_C2743963,1
C1879711_C3658706,0
C1879711_C2743963,0
C2743963_C3658706,0
C2743963_C1879711,0
C1135129_C0033216,0
C0033216_C1135129,0
C3853921_C2987611,0
C2987611_C3853921,0
C0009002_C4085891,0
C0009002_C0532362,0
C4085891_C0009002,0
C4085891_C0532362,0
C0532362_C0009002,0
C0532362_C4085891,0
C0040377_C3818721,0
C3818721_C0040377,0
C0050559_C1135135,0
C1135135_C0050559,0
C0012022_C2930490,0
C2930490_C0012022,0
C0010620_C1831919,0
C1831919_C0010620,0
C0002502_C0919273,0
C0919273_C0002502,0
C0002502_C1328134,0
C1328134_C0002502,0
C0021735_C0751600,0
C0021735_C0919273,0
C0751600_C0021735,0
C0751600_C0919273,0
C0919273_C0021735,0
C0919273_C0751600,0
C0021735_C0751600,0
C0021735_C1328134,0
C0751600_C0021735,0
C0751600_C1328134,0
C1328134_C0021735,0
C1328134_C0751600,0
C0093999_C0136123,0
C0136123_C0093999,3
C0025668_C0532362,0
C0532362_C0025668,0
C0036359_C3536894,0
C0036359_C1741817,0
C3536894_C0036359,0
C3536894_C1741817,0
C1741817_C0036359,0
C1741817_C3536894,0
C3658706_C0064494,0
C0064494_C3658706,0
C0078839_C1142934,0
C1142934_C0078839,0
C0093999_C0016267,0
C0016267_C0093999,0
C0964264_C0297960,0
C0297960_C0964264,0
C0093999_C0666743,0
C0666743_C0093999,0
C0012022_C0762659,0
C0762659_C0012022,0
C3818721_C0010467,2
C0010467_C3818721,0
C0762659_C0028458,0
C0028458_C0762659,0
C0039663_C1135174,0
C1135174_C0039663,0
C0037982_C0532362,0
C0532362_C0037982,0
C0244404_C0146224,0
C0146224_C0244404,0
C0041009_C1135174,0
C1135174_C0041009,0
C0015020_C3537278,0
C0015020_C0016267,0
C3537278_C0015020,0
C3537278_C0016267,0
C0016267_C0015020,0
C0016267_C3537278,0
C0025684_C0740123,0
C0025684_C3658706,0
C0740123_C0025684,0
C0740123_C3658706,0
C3658706_C0025684,0
C3658706_C0740123,0
C0093999_C1741817,0
C1741817_C0093999,0
C0012306_C1512536,0
C0012306_C0297960,0
C1512536_C0012306,0
C1512536_C0297960,0
C0297960_C0012306,0
C0297960_C1512536,0
C1999375_C0532362,0
C0532362_C1999375,0
C0093999_C0919273,0
C0919273_C0093999,0
C0021734_C4256158,0
C0021734_C1135174,0
C4256158_C0021734,0
C4256158_C1135174,0
C1135174_C0021734,0
C1135174_C4256158,0
C3853921_C0032949,0
C0032949_C3853921,0
C0050559_C0008838,0
C0008838_C0050559,0
C0002475_C0702049,0
C0002475_C0702050,0
C0002475_C0025605,0
C0702049_C0002475,0
C0702049_C0702050,0
C0702049_C0025605,0
C0702050_C0002475,0
C0702050_C0702049,0
C0702050_C0025605,0
C0025605_C0002475,0
C0025605_C0702049,0
C0025605_C0702050,0
C0280970_C2987648,0
C2987648_C0280970,0
C0040377_C3658706,0
C3658706_C0040377,0
C0027353_C2930490,2
C2930490_C0027353,0
C0061202_C0078257,0
C0078257_C0061202,5
C3853921_C0024476,0
C3853921_C0591789,0
C0024476_C3853921,0
C0024476_C0591789,0
C0591789_C3853921,0
C0591789_C0024476,0
C1609165_C2987648,0
C2987648_C1609165,0
C0014921_C0281603,0
C0281603_C0014921,0
C0140610_C0246719,0
C0140610_C0281603,0
C0246719_C0140610,0
C0246719_C0281603,0
C0281603_C0140610,0
C0281603_C0246719,0
C0015018_C0281603,0
C0281603_C0015018,0
C1176316_C2930490,0
C2930490_C1176316,0
C0028017_C0281603,0
C0281603_C0028017,0
C0024477_C1135129,0
C1135129_C0024477,0
C0002575_C1257689,0
C0002575_C1328134,0
C1257689_C0002575,0
C1257689_C1328134,0
C1328134_C0002575,0
C1328134_C1257689,0
C0030771_C1135129,0
C1135129_C0030771,0
C0243902_C1135132,0
C1135132_C0243902,2
C0024477_C2935840,0
C2935840_C0024477,0
C0093999_C0014806,0
C0093999_C0600214,0
C0014806_C0093999,0
C0014806_C0600214,0
C0600214_C0093999,0
C0600214_C0014806,0
C0246904_C1698364,0
C1698364_C0246904,0
C0246904_C1135132,0
C1135132_C0246904,0
C0207683_C2987648,0
C2987648_C0207683,0
C0013136_C2987648,0
C2987648_C0013136,0
C1176415_C0297960,0
C0297960_C1176415,0
C0031507_C1328134,0
C1328134_C0031507,0
C0095568_C1707848,0
C0095568_C2987648,0
C1707848_C0095568,0
C1707848_C2987648,0
C2987648_C0095568,0
C2987648_C1707848,0
C0031507_C0919273,0
C0919273_C0031507,0
C0028094_C0297960,0
C0297960_C0028094,0
C0077275_C0281603,0
C0281603_C0077275,0
C1506770_C0677667,0
C0677667_C1506770,0
C2974289_C0062073,0
C2974289_C4082272,0
C0062073_C2974289,0
C0062073_C4082272,0
C4082272_C2974289,0
C4082272_C0062073,0
C0002475_C0702049,0
C0002475_C0702050,0
C0002475_C0765273,1
C0702049_C0002475,0
C0702049_C0702050,0
C0702049_C0765273,1
C0702050_C0002475,0
C0702050_C0702049,0
C0702050_C0765273,1
C0765273_C0002475,0
C0765273_C0702049,0
C0765273_C0702050,0
C0015020_C3537278,0
C0015020_C0014806,0
C0015020_C0600214,0
C3537278_C0015020,0
C3537278_C0014806,0
C3537278_C0600214,0
C0014806_C0015020,0
C0014806_C3537278,0
C0014806_C0600214,0
C0600214_C0015020,0
C0600214_C3537278,0
C0600214_C0014806,0
C3818721_C0078049,0
C3818721_C1372952,0
C0078049_C3818721,0
C0078049_C1372952,0
C1372952_C3818721,0
C1372952_C0078049,0
C0034283_C4256138,0
C0034283_C4256139,0
C0034283_C4256140,0
C0034283_C4256141,0
C0034283_C2352806,0
C4256138_C0034283,0
C4256138_C4256139,0
C4256138_C4256140,0
C4256138_C4256141,0
C4256138_C2352806,0
C4256139_C0034283,0
C4256139_C4256138,0
C4256139_C4256140,0
C4256139_C4256141,0
C4256139_C2352806,0
C4256140_C0034283,0
C4256140_C4256138,0
C4256140_C4256139,0
C4256140_C4256141,0
C4256140_C2352806,0
C4256141_C0034283,0
C4256141_C4256138,0
C4256141_C4256139,0
C4256141_C4256140,0
C4256141_C2352806,0
C2352806_C0034283,0
C2352806_C4256138,0
C2352806_C4256139,0
C2352806_C4256140,0
C2352806_C4256141,0
C0025643_C1135174,0
C1135174_C0025643,0
C0011015_C2352806,0
C2352806_C0011015,0
C3818721_C0001143,0
C0001143_C3818721,0
C3818721_C0071126,0
C3818721_C0950476,0
C0071126_C3818721,0
C0071126_C0950476,0
C0950476_C3818721,0
C0950476_C0071126,0
C1721300_C0281603,0
C0281603_C1721300,0
C3853921_C0054252,0
C0054252_C3853921,0
C0026234_C0281603,0
C0281603_C0026234,0
C1176316_C0762659,0
C0762659_C1176316,0
C0015133_C2347999,0
C2347999_C0015133,0
C0120107_C0762659,0
C0762659_C0120107,0
C0005640_C0532362,0
C0532362_C0005640,0
C0015020_C3537278,0
C0015020_C0165032,0
C3537278_C0015020,0
C3537278_C0165032,0
C0165032_C0015020,0
C0165032_C3537278,0
C0073992_C0964264,0
C0964264_C0073992,0
C0093999_C0525005,0
C0525005_C0093999,0
C0210657_C1831919,0
C1831919_C0210657,0
C0040263_C1741817,0
C1741817_C0040263,0
C2974289_C0028458,0
C0028458_C2974289,0
C2352806_C0076612,0
C0076612_C2352806,0
C0672596_C0045093,0
C0045093_C0672596,0
C0025605_C0059041,0
C0059041_C0025605,0
C0092801_C1135174,0
C1135174_C0092801,0
C0054034_C0128608,0
C0054034_C2987648,0
C0128608_C0054034,0
C0128608_C2987648,0
C2987648_C0054034,0
C2987648_C0128608,0
C0060657_C2352806,0
C2352806_C0060657,0
C1122962_C0077275,0
C0077275_C1122962,0
C0035179_C1831919,0
C1831919_C0035179,0
C0210657_C0019588,0
C0019588_C0210657,0
C0030123_C0086761,0
C0030123_C0717403,0
C0030123_C3658706,0
C0086761_C0030123,0
C0086761_C0717403,0
C0086761_C3658706,0
C0717403_C0030123,0
C0717403_C0086761,0
C0717403_C3658706,0
C3658706_C0030123,0
C3658706_C0086761,0
C3658706_C0717403,0
C0054173_C1142934,0
C1142934_C0054173,0
C0016365_C3658706,0
C3658706_C0016365,0
C0037209_C2987648,0
C2987648_C0037209,0
C0008838_C1831919,0
C1831919_C0008838,0
C2352806_C0055443,0
C0541315_C3658706,0
C3658706_C0541315,0
C0148345_C2935840,0
C2935840_C0148345,0
C0378466_C0146224,0
C0146224_C0378466,0
C0065506_C2935840,0
C2935840_C0065506,0
C2826110_C1142934,0
C1142934_C2826110,0
C0252643_C2825457,0
C0252643_C1142934,0
C2825457_C0252643,0
C2825457_C1142934,0
C1142934_C0252643,0
C1142934_C2825457,0
C0015020_C3537278,0
C0015020_C0525005,0
C3537278_C0015020,0
C3537278_C0525005,0
C0525005_C0015020,0
C0525005_C3537278,0
C0246415_C0771375,0
C0246415_C0049289,0
C0771375_C0246415,0
C0771375_C0049289,0
C0049289_C0246415,0
C0049289_C0771375,0
C0123931_C1958300,0
C1958300_C0123931,0
C0013136_C0762659,0
C0762659_C0013136,0
C0008838_C0019588,4
C0019588_C0008838,0
C0246415_C0771375,0
C0246415_C2350723,0
C0771375_C0246415,0
C0771375_C2350723,0
C2350723_C0246415,0
C2350723_C0771375,0
C0290883_C0297960,0
C0297960_C0290883,0
C0995188_C1142934,0
C1142934_C0995188,0
C0765273_C0964264,0
C0964264_C0765273,0
C0030771_C0964264,0
C0964264_C0030771,0
C0052416_C4316929,0
C4316929_C0052416,0
C2935840_C0052416,0
C2935840_C4316929,0
C0387288_C1741817,0
C1741817_C0387288,0
C0024477_C1831919,0
C1831919_C0024477,0
C0025605_C1707382,0
C1707382_C0025605,0
C0093999_C0055856,0
C0093999_C0620902,0
C0055856_C0093999,0
C0055856_C0620902,0
C0620902_C0093999,0
C0620902_C0055856,0
C0052416_C4316929,0
C0052416_C1135129,0
C4316929_C0052416,0
C4316929_C1135129,0
C1135129_C0052416,0
C1135129_C4316929,0
C0056331_C2930490,0
C2930490_C0056331,0
C0071097_C0762659,0
C0762659_C0071097,0
C0288792_C1135174,0
C1135174_C0288792,0
C0013136_C2930490,0
C2930490_C0013136,0
C0025859_C0210657,3
C0210657_C0025859,0
C0093999_C1832030,0
C0093999_C2987643,0
C1832030_C0093999,0
C1832030_C2987643,0
C2987643_C0093999,0
C2987643_C1832030,0
C0071097_C2930490,0
C2930490_C0071097,0
C0026218_C1142934,0
C1142934_C0026218,0
C0005740_C1511217,0
C0005740_C1589326,0
C0005740_C0025605,3
C1511217_C0005740,0
C1511217_C1589326,0
C1511217_C0025605,3
C1589326_C0005740,0
C1589326_C1511217,0
C1589326_C0025605,3
C0025605_C0005740,0
C0025605_C1511217,0
C0025605_C1589326,0
C0220578_C1698364,0
C1698364_C0220578,0
C0021758_C1701589,0
C0021758_C3486572,0
C0021758_C2930490,0
C1701589_C0021758,0
C1701589_C3486572,0
C1701589_C2930490,0
C3486572_C0021758,0
C3486572_C1701589,0
C3486572_C2930490,0
C2930490_C0021758,0
C2930490_C1701589,0
C2930490_C3486572,0
C0015131_C0964264,0
C0964264_C0015131,0
C0050940_C0281603,3
C0281603_C0050940,0
C0220578_C1135132,0
C1135132_C0220578,0
C0012228_C1142934,0
C1142934_C0012228,0
C0146224_C0076829,0
C2974289_C1690432,0
C1690432_C2974289,0
C1135132_C0028365,0
C0028365_C1135132,0
C1122962_C0170531,2
C1122962_C0281398,2
C0170531_C1122962,0
C0170531_C0281398,0
C0281398_C1122962,0
C0281398_C0170531,0
C0005740_C1511217,0
C0005740_C1589326,0
C0005740_C0042682,1
C1511217_C0005740,0
C1511217_C1589326,0
C1511217_C0042682,1
C1589326_C0005740,0
C1589326_C1511217,0
C1589326_C0042682,1
C0042682_C0005740,0
C0042682_C1511217,0
C0042682_C1589326,0
C0672708_C1135174,0
C1135174_C0672708,0
C0011707_C2352806,0
C2352806_C0011707,0
C0045093_C0754011,0
C0754011_C0045093,0
C0005740_C1511217,0
C0005740_C1589326,0
C0005740_C0765273,1
C1511217_C0005740,0
C1511217_C1589326,0
C1511217_C0765273,1
C1589326_C0005740,0
C1589326_C1511217,0
C1589326_C0765273,1
C0765273_C0005740,0
C0765273_C1511217,0
C0765273_C1589326,0
C0039902_C1883309,0
C0039902_C2352806,0
C1883309_C0039902,0
C1883309_C2352806,0
C2352806_C0039902,0
C2352806_C1883309,0
C0083031_C0537670,0
C0083031_C0532362,0
C0537670_C0083031,0
C0537670_C0532362,0
C0532362_C0083031,0
C0532362_C0537670,0
C0023566_C0281603,0
C0281603_C0023566,0
C1122962_C1721300,3
C1721300_C1122962,0
C2974289_C0006681,0
C2974289_C0205687,0
C2974289_C1165560,0
C0006681_C2974289,0
C0006681_C0205687,0
C0006681_C1165560,0
C0205687_C2974289,0
C0205687_C0006681,0
C0205687_C1165560,0
C1165560_C2974289,0
C1165560_C0006681,0
C1165560_C0205687,0
C3661315_C1135132,0
C1135132_C3661315,2
C1122962_C0026234,0
C0026234_C1122962,0
C3853921_C0077375,0
C0077375_C3853921,0
C0027353_C0762659,0
C0762659_C0027353,0
C0965941_C2930490,0
C2930490_C0965941,0
C1698364_C0028365,0
C0028365_C1698364,0
C0005740_C1511217,0
C0005740_C1589326,0
C0005740_C1122962,0
C1511217_C0005740,0
C1511217_C1589326,0
C1511217_C1122962,0
C1589326_C0005740,0
C1589326_C1511217,0
C1589326_C1122962,0
C1122962_C0005740,0
C1122962_C1511217,0
C1122962_C1589326,0
C0022209_C3851115,0
C0022209_C1831919,0
C3851115_C0022209,0
C3851115_C1831919,0
C1831919_C0022209,0
C1831919_C3851115,0
C0093999_C0754011,0
C0754011_C0093999,0
C0146011_C3853921,0
C3853921_C0146011,0
C3853921_C0026252,0
C0026252_C3853921,0
C1122962_C0028017,0
C0028017_C1122962,0
C2352806_C1700874,0
C1700874_C2352806,0
C2930490_C0028458,0
C0028458_C2930490,0
C3853921_C0796399,0
C0796399_C3853921,0
C2975395_C1135132,0
C1135132_C2975395,0
C2987648_C0062073,0
C2987648_C4082272,0
C0062073_C2987648,0
C0062073_C4082272,0
C4082272_C2987648,0
C4082272_C0062073,0
C0085208_C0532362,0
C0532362_C0085208,0
C0042679_C1741817,0
C1741817_C0042679,0
C0209227_C3658706,0
C3658706_C0209227,0
C0011812_C1135132,0
C1135132_C0011812,0
C1832030_C2987643,0
C1832030_C1135132,0
C2987643_C1832030,0
C2987643_C1135132,0
C1135132_C1832030,0
C1135132_C2987643,0
C1527027_C0532362,0
C0532362_C1527027,0
C0011812_C1698364,0
C1698364_C0011812,0
C1506770_C0666743,0
C0666743_C1506770,5
C0532362_C0022635,0
C0022635_C0532362,0
C0913469_C0008838,0
C0008838_C0913469,0
C0031441_C0297960,0
C0297960_C0031441,0
C0023570_C3658706,0
C3658706_C0023570,0
C1367202_C1691227,0
C1367202_C1692339,0
C1367202_C0532362,0
C1691227_C1367202,0
C1691227_C1692339,0
C1691227_C0532362,0
C1692339_C1367202,0
C1692339_C1691227,0
C1692339_C0532362,0
C0532362_C1367202,0
C0532362_C1691227,0
C0532362_C1692339,0
C0246415_C0771375,0
C0246415_C0666743,0
C0771375_C0246415,0
C0771375_C0666743,0
C0666743_C0246415,5
C0666743_C0771375,5
C0030896_C0733530,0
C0030896_C1142934,0
C0733530_C0030896,0
C0733530_C1142934,0
C1142934_C0030896,0
C1142934_C0733530,0
C0035527_C3853921,0
C3853921_C0035527,0
C0246330_C1135174,0
C1135174_C0246330,0
C0027302_C1741817,0
C1741817_C0027302,0
C0014912_C0532362,0
C0532362_C0014912,0
C0073096_C1101322,0
C1101322_C0073096,0
C1135132_C0073096,0
C1135132_C1101322,0
C0034403_C0297960,0
C0297960_C0034403,0
C0073096_C1101322,0
C0073096_C1698364,0
C1101322_C0073096,0
C1101322_C1698364,0
C1698364_C0073096,0
C1698364_C1101322,0
C0002499_C0015133,0
C0015133_C0002499,0
C0012472_C2352806,0
C2352806_C0012472,0
C0055723_C0886706,0
C0055723_C0762659,0
C0886706_C0055723,0
C0886706_C0762659,0
C0762659_C0055723,0
C0762659_C0886706,0
C0063469_C1135132,0
C1135132_C0063469,0
C0020934_C4082435,0
C0020934_C1135132,4
C4082435_C0020934,0
C4082435_C1135132,4
C1135132_C0020934,0
C1135132_C4082435,0
C0379199_C0379200,0
C0379199_C0532362,0
C0379200_C0379199,0
C0379200_C0532362,0
C0532362_C0379199,0
C0532362_C0379200,0
C0052416_C4316929,0
C0052416_C1831919,0
C4316929_C0052416,0
C4316929_C1831919,0
C1831919_C0052416,0
C1831919_C4316929,0
C0020934_C4082435,0
C0020934_C1698364,0
C4082435_C0020934,0
C4082435_C1698364,0
C1698364_C0020934,0
C1698364_C4082435,0
C0022252_C0919273,0
C0919273_C0022252,0
C0022252_C1328134,0
C1328134_C0022252,0
C2935840_C0079594,0
C0079594_C2935840,0
C1135174_C0032911,0
C0032911_C1135174,0
C1135129_C0079594,0
C0079594_C1135129,0
C0023570_C3818721,0
C3818721_C0023570,0
C3658706_C0971579,0
C0971579_C3658706,0
C0002499_C0123931,0
C0123931_C0002499,0
C1176316_C2987648,0
C2987648_C1176316,0
C0127615_C0253787,0
C0253787_C0127615,0
C0008838_C0127615,0
C0008838_C0253787,0
C0031447_C0724659,0
C0031447_C1135129,0
C0724659_C0031447,0
C0724659_C1135129,0
C1135129_C0031447,0
C1135129_C0724659,0
C1135135_C0913469,0
C0093999_C0019453,0
C0019453_C0093999,0
C0005740_C1511217,0
C0005740_C1589326,0
C0005740_C0078257,1
C1511217_C0005740,0
C1511217_C1589326,0
C1511217_C0078257,1
C1589326_C0005740,0
C1589326_C1511217,0
C1589326_C0078257,1
C0078257_C0005740,0
C0078257_C1511217,0
C0078257_C1589326,0
C0144576_C0678133,0
C0144576_C0065517,0
C0678133_C0144576,0
C0678133_C0065517,0
C0065517_C0144576,0
C0065517_C0678133,0
C0144576_C0678133,0
C0144576_C0666743,0
C0678133_C0144576,0
C0678133_C0666743,0
C0666743_C0144576,5
C0666743_C0678133,5
C0006405_C1135174,0
C1135174_C0006405,0
C1135129_C0041964,0
C0041964_C1135129,0
C0006233_C2935840,0
C2935840_C0006233,0
C2935840_C0041964,0
C0041964_C2935840,0
C0246415_C0771375,0
C0246415_C0081408,0
C0246415_C4255945,0
C0771375_C0246415,0
C0771375_C0081408,0
C0771375_C4255945,0
C0081408_C0246415,0
C0081408_C0771375,0
C0081408_C4255945,0
C4255945_C0246415,0
C4255945_C0771375,0
C4255945_C0081408,0
C0030092_C0701904,0
C0030092_C2698682,0
C0030092_C4255996,0
C0030092_C4255997,0
C0030092_C0281603,0
C0701904_C0030092,0
C0701904_C2698682,0
C0701904_C4255996,0
C0701904_C4255997,0
C0701904_C0281603,0
C2698682_C0030092,0
C2698682_C0701904,0
C2698682_C4255996,0
C2698682_C4255997,0
C2698682_C0281603,0
C4255996_C0030092,0
C4255996_C0701904,0
C4255996_C2698682,0
C4255996_C4255997,0
C4255996_C0281603,0
C4255997_C0030092,0
C4255997_C0701904,0
C4255997_C2698682,0
C4255997_C4255996,0
C4255997_C0281603,0
C0281603_C0030092,0
C0281603_C0701904,0
C0281603_C2698682,0
C0281603_C4255996,0
C0281603_C4255997,0
C3818721_C0059985,0
C0059985_C3818721,0
C0036071_C2003191,0
C0036071_C0532362,0
C2003191_C0036071,0
C2003191_C0532362,0
C0532362_C0036071,0
C0532362_C2003191,0
C0663241_C0123931,1
C0123931_C0663241,0
C1506770_C0081408,0
C1506770_C4255945,0
C0081408_C1506770,0
C0081408_C4255945,0
C4255945_C1506770,0
C4255945_C0081408,0
C0015020_C3537278,0
C0015020_C0019453,0
C3537278_C0015020,0
C3537278_C0019453,0
C0019453_C0015020,0
C0019453_C3537278,0
C0031935_C1698364,0
C1698364_C0031935,0
C0165631_C1135132,0
C1135132_C0165631,0
C0031935_C1135132,2
C1135132_C0031935,0
C0165631_C1698364,0
C1698364_C0165631,0
C0209210_C0281603,0
C0281603_C0209210,0
C0035179_C1135129,0
C1135129_C0035179,0
C0035179_C2935840,0
C2935840_C0035179,0
C0144576_C0678133,0
C0144576_C0081408,0
C0144576_C4255945,0
C0678133_C0144576,0
C0678133_C0081408,0
C0678133_C4255945,0
C0081408_C0144576,0
C0081408_C0678133,0
C0081408_C4255945,0
C4255945_C0144576,0
C4255945_C0678133,0
C4255945_C0081408,0
C0663241_C0015133,1
C0015133_C0663241,0
C0022209_C3851115,0
C0022209_C1135129,0
C3851115_C0022209,0
C3851115_C1135129,0
C1135129_C0022209,0
C1135129_C3851115,0
C0022209_C3851115,0
C0022209_C2935840,0
C3851115_C0022209,0
C3851115_C2935840,0
C2935840_C0022209,0
C2935840_C3851115,0
C0025859_C3658706,0
C3658706_C0025859,0
C0058056_C2352806,0
C2352806_C0058056,0
C2987648_C2742502,0
C2742502_C2987648,0
C1328134_C0038689,0
C0038689_C1328134,0
C0001268_C0146224,0
C0146224_C0001268,0
C0532362_C0012522,0
C0919273_C0038689,0
C0038689_C0919273,0
C0003596_C1142934,0
C1142934_C0003596,0
C0012022_C2987648,0
C2987648_C0012022,0
C0040377_C0008838,3
C0008838_C0040377,0
C0964264_C0006400,0
C0964264_C0873118,0
C0006400_C0873118,0
C0873118_C0006400,0
C0028005_C1741817,0
C1741817_C0028005,0
C0015133_C0039871,1
C0039871_C0015133,0
C0039542_C0039543,0
C0039542_C0146224,3
C0039543_C0039542,0
C0039543_C0146224,3
C0146224_C0039542,0
C0146224_C0039543,0
C0093999_C0082966,0
C0082966_C0093999,3
C0144576_C0678133,0
C0144576_C0120726,0
C0678133_C0144576,0
C0678133_C0120726,0
C0120726_C0144576,2
C0120726_C0678133,2
C0246904_C1142934,0
C1142934_C0246904,0
C0008992_C1698364,0
C1698364_C0008992,0
C1144149_C1831919,0
C1831919_C1144149,0
C0054173_C1698364,0
C1698364_C0054173,0
C3818721_C0062941,0
C0062941_C3818721,0
C0038432_C0532362,0
C0532362_C0038432,0
C0016280_C0015133,1
C0015133_C0016280,0
C0907349_C1698364,1
C1698364_C0907349,0
C0063252_C0297960,0
C0297960_C0063252,0
C0028902_C2930490,0
C2930490_C0028902,0
C0907349_C1135132,1
C1135132_C0907349,0
C0042682_C0026218,0
C0026218_C0042682,0
C0015020_C3537278,0
C0015020_C0082966,0
C3537278_C0015020,0
C3537278_C0082966,0
C0082966_C0015020,0
C0082966_C3537278,0
C1506770_C0028128,0
C0028128_C1506770,0
C2826110_C1698364,0
C1698364_C2826110,0
C0093999_C0005116,0
C0093999_C0206026,0
C0005116_C0093999,0
C0005116_C0206026,0
C0206026_C0093999,0
C0206026_C0005116,0
C0016280_C0123931,1
C0123931_C0016280,0
C3658706_C0012132,0
C0012132_C3658706,0
C0018546_C0297960,4
C0297960_C0018546,0
C0025611_C0805891,0
C0025611_C3818721,0
C0805891_C0025611,0
C0805891_C3818721,0
C3818721_C0025611,0
C3818721_C0805891,0
C0532362_C0038880,0
C0038880_C0532362,0
C0023992_C2352806,0
C2352806_C0023992,0
C0028193_C0210657,3
C0210657_C0028193,0
C0093999_C0014710,0
C0014710_C0093999,0
C0041014_C1831919,0
C1831919_C0041014,0
C0031935_C1142934,0
C1142934_C0031935,0
C0008318_C1142934,0
C1142934_C0008318,0
C0039832_C0532362,0
C0532362_C0039832,0
C0011701_C0701195,0
C0011701_C1142934,0
C0701195_C0011701,0
C0701195_C1142934,0
C1142934_C0011701,0
C1142934_C0701195,0
C1328134_C1098262,0
C1098262_C1328134,1
C0919273_C1098262,0
C1098262_C0919273,0
C0171023_C0146224,0
C0146224_C0171023,0
C0072973_C1831919,0
C1831919_C0072973,0
C0010711_C2930490,0
C2930490_C0010711,0
C0042682_C2826110,0
C2826110_C0042682,0
C0054836_C0297960,0
C0297960_C0054836,0
C0025611_C0805891,0
C0025611_C3658706,0
C0805891_C0025611,0
C0805891_C3658706,0
C3658706_C0025611,0
C3658706_C0805891,0
C0025376_C0964264,0
C0964264_C0025376,0
C0028193_C3658706,0
C3658706_C0028193,0
C2987648_C0388976,0
C2987648_C1311070,0
C0388976_C2987648,0
